"NAM"	"DAT"	"PERIOD"	"КАТО(по каталогу)"	"LКАТО(по каталогу)"	"СПТМ (по каталогу)"	"LСПТМ (по каталогу)"	"VAL"
"Число зарегистрированных браков(Человек)"	"2018 год"	"201812"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"Всего"	"0"	"3 053"
"Число зарегистрированных браков(Человек)"	"2009 год"	"200912"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"Всего"	"0"	"3 035"
"Число зарегистрированных браков(Человек)"	"2011 год"	"201112"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"Всего"	"0"	"3 549"
"Число зарегистрированных браков(Человек)"	"2016 год"	"201612"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"Всего"	"0"	"3 232"
"Число зарегистрированных браков(Человек)"	"2010 год"	"201012"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"Всего"	"0"	"3 182"
"Число зарегистрированных браков(Человек)"	"2015 год"	"201512"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"Всего"	"0"	"3 538"
"Число зарегистрированных браков(Человек)"	"2013 год"	"201312"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"Всего"	"0"	"3 935"
"Число зарегистрированных браков(Человек)"	"2014 год"	"201412"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"Всего"	"0"	"3 867"
"Число зарегистрированных браков(Человек)"	"2012 год"	"201212"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"Всего"	"0"	"3 660"
"Число зарегистрированных браков(Человек)"	"2017 год"	"201712"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"Всего"	"0"	"3 278"
"Число зарегистрированных браков(Человек)"	"2022 год"	"202212"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"Всего"	"0"	"2 528"
"Число зарегистрированных браков(Человек)"	"2021 год"	"202112"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"Всего"	"0"	"3 384"
"Число зарегистрированных браков(Человек)"	"2020 год"	"202012"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"Всего"	"0"	"2 840"
"Число зарегистрированных браков(Человек)"	"2023 год"	"202312"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"Всего"	"0"	"2 633"
"Число зарегистрированных браков(Человек)"	"2024 год"	"202412"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"Всего"	"0"	"2 681"
"Число зарегистрированных браков(Человек)"	"2019 год"	"201912"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"городская местность"	"0"	"2 934"
"Число зарегистрированных браков(Человек)"	"2018 год"	"201812"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"городская местность"	"0"	"2 950"
"Число зарегистрированных браков(Человек)"	"2009 год"	"200912"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"городская местность"	"0"	"3 001"
"Число зарегистрированных браков(Человек)"	"2011 год"	"201112"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"городская местность"	"0"	"3 429"
"Число зарегистрированных браков(Человек)"	"2016 год"	"201612"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"городская местность"	"0"	"3 157"
"Число зарегистрированных браков(Человек)"	"2010 год"	"201012"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"городская местность"	"0"	"3 136"
"Число зарегистрированных браков(Человек)"	"2015 год"	"201512"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"городская местность"	"0"	"3 501"
"Число зарегистрированных браков(Человек)"	"2013 год"	"201312"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"городская местность"	"0"	"3 928"
"Число зарегистрированных браков(Человек)"	"2014 год"	"201412"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"городская местность"	"0"	"3 862"
"Число зарегистрированных браков(Человек)"	"2012 год"	"201212"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"городская местность"	"0"	"3 550"
"Число зарегистрированных браков(Человек)"	"2017 год"	"201712"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"городская местность"	"0"	"3 199"
"Число зарегистрированных браков(Человек)"	"2022 год"	"202212"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"городская местность"	"0"	"2 425"
"Число зарегистрированных браков(Человек)"	"2021 год"	"202112"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"городская местность"	"0"	"3 267"
"Число зарегистрированных браков(Человек)"	"2020 год"	"202012"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"городская местность"	"0"	"2 711"
"Число зарегистрированных браков(Человек)"	"2023 год"	"202312"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"городская местность"	"0"	"2 514"
"Число зарегистрированных браков(Человек)"	"2024 год"	"202412"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"городская местность"	"0"	"2 537"
"Число зарегистрированных браков(Человек)"	"2019 год"	"201912"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"сельская местность"	"0"	"119"
"Число зарегистрированных браков(Человек)"	"2018 год"	"201812"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"сельская местность"	"0"	"103"
"Число зарегистрированных браков(Человек)"	"2009 год"	"200912"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"сельская местность"	"0"	"34"
"Число зарегистрированных браков(Человек)"	"2011 год"	"201112"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"сельская местность"	"0"	"120"
"Число зарегистрированных браков(Человек)"	"2016 год"	"201612"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"сельская местность"	"0"	"75"
"Число зарегистрированных браков(Человек)"	"2010 год"	"201012"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"сельская местность"	"0"	"46"
"Число зарегистрированных браков(Человек)"	"2015 год"	"201512"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"сельская местность"	"0"	"37"
"Число зарегистрированных браков(Человек)"	"2013 год"	"201312"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"сельская местность"	"0"	"7"
"Число зарегистрированных браков(Человек)"	"2014 год"	"201412"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"сельская местность"	"0"	"5"
"Число зарегистрированных браков(Человек)"	"2012 год"	"201212"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"сельская местность"	"0"	"110"
"Число зарегистрированных браков(Человек)"	"2017 год"	"201712"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"сельская местность"	"0"	"79"
"Число зарегистрированных браков(Человек)"	"2022 год"	"202212"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"сельская местность"	"0"	"103"
"Число зарегистрированных браков(Человек)"	"2021 год"	"202112"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"сельская местность"	"0"	"117"
"Число зарегистрированных браков(Человек)"	"2020 год"	"202012"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"сельская местность"	"0"	"129"
"Число зарегистрированных браков(Человек)"	"2023 год"	"202312"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"сельская местность"	"0"	"119"
"Число зарегистрированных браков(Человек)"	"2024 год"	"202412"	"УСТЬ-КАМЕНОГОРСК Г.А."	"0"	"сельская местность"	"0"	"144"
"Число зарегистрированных браков(Человек)"	"2009 год"	"200912"	"АЯГОЗ Г.А."	"0"	"Всего"	"0"	"338"
"Число зарегистрированных браков(Человек)"	"2011 год"	"201112"	"АЯГОЗ Г.А."	"0"	"Всего"	"0"	"384"
"Число зарегистрированных браков(Человек)"	"2010 год"	"201012"	"АЯГОЗ Г.А."	"0"	"Всего"	"0"	"334"
"Число зарегистрированных браков(Человек)"	"2012 год"	"201212"	"АЯГОЗ Г.А."	"0"	"Всего"	"0"	"449"
"Число зарегистрированных браков(Человек)"	"2009 год"	"200912"	"АЯГОЗ Г.А."	"0"	"городская местность"	"0"	"338"
"Число зарегистрированных браков(Человек)"	"2011 год"	"201112"	"АЯГОЗ Г.А."	"0"	"городская местность"	"0"	"384"
"Число зарегистрированных браков(Человек)"	"2010 год"	"201012"	"АЯГОЗ Г.А."	"0"	"городская местность"	"0"	"334"
"Число зарегистрированных браков(Человек)"	"2012 год"	"201212"	"АЯГОЗ Г.А."	"0"	"городская местность"	"0"	"448"
"Число зарегистрированных браков(Человек)"	"2012 год"	"201212"	"АЯГОЗ Г.А."	"0"	"сельская местность"	"0"	"1"
"Число зарегистрированных браков(Человек)"	"2009 год"	"200912"	"Г.А.АЛТАЙ"	"0"	"Всего"	"0"	"297"
"Число зарегистрированных браков(Человек)"	"2011 год"	"201112"	"Г.А.АЛТАЙ"	"0"	"Всего"	"0"	"316"
"Число зарегистрированных браков(Человек)"	"2010 год"	"201012"	"Г.А.АЛТАЙ"	"0"	"Всего"	"0"	"304"
"Число зарегистрированных браков(Человек)"	"2012 год"	"201212"	"Г.А.АЛТАЙ"	"0"	"Всего"	"0"	"348"
"Число зарегистрированных браков(Человек)"	"2009 год"	"200912"	"Г.А.АЛТАЙ"	"0"	"городская местность"	"0"	"297"
"Число зарегистрированных браков(Человек)"	"2011 год"	"201112"	"Г.А.АЛТАЙ"	"0"	"городская местность"	"0"	"316"
"Число зарегистрированных браков(Человек)"	"2010 год"	"201012"	"Г.А.АЛТАЙ"	"0"	"городская местность"	"0"	"304"
"Число зарегистрированных браков(Человек)"	"2012 год"	"201212"	"Г.А.АЛТАЙ"	"0"	"городская местность"	"0"	"348"
"Число зарегистрированных браков(Человек)"	"2019 год"	"201912"	"КУРЧАТОВ Г.А."	"0"	"Всего"	"0"	"72"
"Число зарегистрированных браков(Человек)"	"2018 год"	"201812"	"КУРЧАТОВ Г.А."	"0"	"Всего"	"0"	"71"
"Число зарегистрированных браков(Человек)"	"2009 год"	"200912"	"КУРЧАТОВ Г.А."	"0"	"Всего"	"0"	"89"
"Число зарегистрированных браков(Человек)"	"2011 год"	"201112"	"КУРЧАТОВ Г.А."	"0"	"Всего"	"0"	"90"
"Число зарегистрированных браков(Человек)"	"2016 год"	"201612"	"КУРЧАТОВ Г.А."	"0"	"Всего"	"0"	"92"
"Число зарегистрированных браков(Человек)"	"2010 год"	"201012"	"КУРЧАТОВ Г.А."	"0"	"Всего"	"0"	"104"
"Число зарегистрированных браков(Человек)"	"2015 год"	"201512"	"КУРЧАТОВ Г.А."	"0"	"Всего"	"0"	"78"
"Число зарегистрированных браков(Человек)"	"2013 год"	"201312"	"КУРЧАТОВ Г.А."	"0"	"Всего"	"0"	"94"
"Число зарегистрированных браков(Человек)"	"2014 год"	"201412"	"КУРЧАТОВ Г.А."	"0"	"Всего"	"0"	"90"
"Число зарегистрированных браков(Человек)"	"2012 год"	"201212"	"КУРЧАТОВ Г.А."	"0"	"Всего"	"0"	"94"
"Число зарегистрированных браков(Человек)"	"2017 год"	"201712"	"КУРЧАТОВ Г.А."	"0"	"Всего"	"0"	"69"
"Число зарегистрированных браков(Человек)"	"2022 год"	"202212"	"КУРЧАТОВ Г.А."	"0"	"Всего"	"0"	"75"
"Число зарегистрированных браков(Человек)"	"2021 год"	"202112"	"КУРЧАТОВ Г.А."	"0"	"Всего"	"0"	"68"
"Число зарегистрированных браков(Человек)"	"2020 год"	"202012"	"КУРЧАТОВ Г.А."	"0"	"Всего"	"0"	"94"
"Число зарегистрированных браков(Человек)"	"2023 год"	"202312"	"КУРЧАТОВ Г.А."	"0"	"Всего"	"0"	"51"
"Число зарегистрированных браков(Человек)"	"2024 год"	"202412"	"КУРЧАТОВ Г.А."	"0"	"Всего"	"0"	"64"
"Число зарегистрированных браков(Человек)"	"2019 год"	"201912"	"КУРЧАТОВ Г.А."	"0"	"городская местность"	"0"	"72"
"Число зарегистрированных браков(Человек)"	"2018 год"	"201812"	"КУРЧАТОВ Г.А."	"0"	"городская местность"	"0"	"71"
"Число зарегистрированных браков(Человек)"	"2009 год"	"200912"	"КУРЧАТОВ Г.А."	"0"	"городская местность"	"0"	"89"
"Число зарегистрированных браков(Человек)"	"2011 год"	"201112"	"КУРЧАТОВ Г.А."	"0"	"городская местность"	"0"	"90"
"Число зарегистрированных браков(Человек)"	"2016 год"	"201612"	"КУРЧАТОВ Г.А."	"0"	"городская местность"	"0"	"92"
"Число зарегистрированных браков(Человек)"	"2010 год"	"201012"	"КУРЧАТОВ Г.А."	"0"	"городская местность"	"0"	"104"
"Число зарегистрированных браков(Человек)"	"2015 год"	"201512"	"КУРЧАТОВ Г.А."	"0"	"городская местность"	"0"	"78"
"Число зарегистрированных браков(Человек)"	"2013 год"	"201312"	"КУРЧАТОВ Г.А."	"0"	"городская местность"	"0"	"94"
"Число зарегистрированных браков(Человек)"	"2014 год"	"201412"	"КУРЧАТОВ Г.А."	"0"	"городская местность"	"0"	"90"
"Число зарегистрированных браков(Человек)"	"2012 год"	"201212"	"КУРЧАТОВ Г.А."	"0"	"городская местность"	"0"	"94"
"Число зарегистрированных браков(Человек)"	"2017 год"	"201712"	"КУРЧАТОВ Г.А."	"0"	"городская местность"	"0"	"69"
"Число зарегистрированных браков(Человек)"	"2022 год"	"202212"	"КУРЧАТОВ Г.А."	"0"	"городская местность"	"0"	"75"
"Число зарегистрированных браков(Человек)"	"2021 год"	"202112"	"КУРЧАТОВ Г.А."	"0"	"городская местность"	"0"	"68"
"Число зарегистрированных браков(Человек)"	"2020 год"	"202012"	"КУРЧАТОВ Г.А."	"0"	"городская местность"	"0"	"94"
"Число зарегистрированных браков(Человек)"	"2023 год"	"202312"	"КУРЧАТОВ Г.А."	"0"	"городская местность"	"0"	"51"
"Число зарегистрированных браков(Человек)"	"2024 год"	"202412"	"КУРЧАТОВ Г.А."	"0"	"городская местность"	"0"	"64"
"Число зарегистрированных браков(Человек)"	"2019 год"	"201912"	"РИДДЕР Г.А."	"0"	"Всего"	"0"	"438"
"Число зарегистрированных браков(Человек)"	"2018 год"	"201812"	"РИДДЕР Г.А."	"0"	"Всего"	"0"	"461"
"Число зарегистрированных браков(Человек)"	"2009 год"	"200912"	"РИДДЕР Г.А."	"0"	"Всего"	"0"	"511"
"Число зарегистрированных браков(Человек)"	"2011 год"	"201112"	"РИДДЕР Г.А."	"0"	"Всего"	"0"	"546"
"Число зарегистрированных браков(Человек)"	"2016 год"	"201612"	"РИДДЕР Г.А."	"0"	"Всего"	"0"	"452"
"Число зарегистрированных браков(Человек)"	"2010 год"	"201012"	"РИДДЕР Г.А."	"0"	"Всего"	"0"	"498"
"Число зарегистрированных браков(Человек)"	"2015 год"	"201512"	"РИДДЕР Г.А."	"0"	"Всего"	"0"	"555"
"Число зарегистрированных браков(Человек)"	"2013 год"	"201312"	"РИДДЕР Г.А."	"0"	"Всего"	"0"	"611"
"Число зарегистрированных браков(Человек)"	"2014 год"	"201412"	"РИДДЕР Г.А."	"0"	"Всего"	"0"	"642"
"Число зарегистрированных браков(Человек)"	"2012 год"	"201212"	"РИДДЕР Г.А."	"0"	"Всего"	"0"	"610"
"Число зарегистрированных браков(Человек)"	"2017 год"	"201712"	"РИДДЕР Г.А."	"0"	"Всего"	"0"	"499"
"Число зарегистрированных браков(Человек)"	"2022 год"	"202212"	"РИДДЕР Г.А."	"0"	"Всего"	"0"	"457"
"Число зарегистрированных браков(Человек)"	"2021 год"	"202112"	"РИДДЕР Г.А."	"0"	"Всего"	"0"	"486"
"Число зарегистрированных браков(Человек)"	"2020 год"	"202012"	"РИДДЕР Г.А."	"0"	"Всего"	"0"	"411"
"Число зарегистрированных браков(Человек)"	"2023 год"	"202312"	"РИДДЕР Г.А."	"0"	"Всего"	"0"	"407"
"Число зарегистрированных браков(Человек)"	"2024 год"	"202412"	"РИДДЕР Г.А."	"0"	"Всего"	"0"	"415"
"Число зарегистрированных браков(Человек)"	"2019 год"	"201912"	"РИДДЕР Г.А."	"0"	"городская местность"	"0"	"419"
"Число зарегистрированных браков(Человек)"	"2018 год"	"201812"	"РИДДЕР Г.А."	"0"	"городская местность"	"0"	"450"
"Число зарегистрированных браков(Человек)"	"2009 год"	"200912"	"РИДДЕР Г.А."	"0"	"городская местность"	"0"	"511"
"Число зарегистрированных браков(Человек)"	"2011 год"	"201112"	"РИДДЕР Г.А."	"0"	"городская местность"	"0"	"545"
"Число зарегистрированных браков(Человек)"	"2016 год"	"201612"	"РИДДЕР Г.А."	"0"	"городская местность"	"0"	"452"
"Число зарегистрированных браков(Человек)"	"2010 год"	"201012"	"РИДДЕР Г.А."	"0"	"городская местность"	"0"	"498"
"Число зарегистрированных браков(Человек)"	"2015 год"	"201512"	"РИДДЕР Г.А."	"0"	"городская местность"	"0"	"555"
"Число зарегистрированных браков(Человек)"	"2013 год"	"201312"	"РИДДЕР Г.А."	"0"	"городская местность"	"0"	"610"
"Число зарегистрированных браков(Человек)"	"2014 год"	"201412"	"РИДДЕР Г.А."	"0"	"городская местность"	"0"	"642"
"Число зарегистрированных браков(Человек)"	"2012 год"	"201212"	"РИДДЕР Г.А."	"0"	"городская местность"	"0"	"607"
"Число зарегистрированных браков(Человек)"	"2017 год"	"201712"	"РИДДЕР Г.А."	"0"	"городская местность"	"0"	"499"
"Число зарегистрированных браков(Человек)"	"2022 год"	"202212"	"РИДДЕР Г.А."	"0"	"городская местность"	"0"	"444"
"Число зарегистрированных браков(Человек)"	"2021 год"	"202112"	"РИДДЕР Г.А."	"0"	"городская местность"	"0"	"472"
"Число зарегистрированных браков(Человек)"	"2020 год"	"202012"	"РИДДЕР Г.А."	"0"	"городская местность"	"0"	"396"
"Число зарегистрированных браков(Человек)"	"2023 год"	"202312"	"РИДДЕР Г.А."	"0"	"городская местность"	"0"	"392"
"Число зарегистрированных браков(Человек)"	"2024 год"	"202412"	"РИДДЕР Г.А."	"0"	"городская местность"	"0"	"395"
"Число зарегистрированных браков(Человек)"	"2019 год"	"201912"	"РИДДЕР Г.А."	"0"	"сельская местность"	"0"	"19"
"Число зарегистрированных браков(Человек)"	"2018 год"	"201812"	"РИДДЕР Г.А."	"0"	"сельская местность"	"0"	"11"
"Число зарегистрированных браков(Человек)"	"2011 год"	"201112"	"РИДДЕР Г.А."	"0"	"сельская местность"	"0"	"1"
"Число зарегистрированных браков(Человек)"	"2013 год"	"201312"	"РИДДЕР Г.А."	"0"	"сельская местность"	"0"	"1"
"Число зарегистрированных браков(Человек)"	"2012 год"	"201212"	"РИДДЕР Г.А."	"0"	"сельская местность"	"0"	"3"
"Число зарегистрированных браков(Человек)"	"2022 год"	"202212"	"РИДДЕР Г.А."	"0"	"сельская местность"	"0"	"13"
"Число зарегистрированных браков(Человек)"	"2021 год"	"202112"	"РИДДЕР Г.А."	"0"	"сельская местность"	"0"	"14"
"Число зарегистрированных браков(Человек)"	"2020 год"	"202012"	"РИДДЕР Г.А."	"0"	"сельская местность"	"0"	"15"
"Число зарегистрированных браков(Человек)"	"2023 год"	"202312"	"РИДДЕР Г.А."	"0"	"сельская местность"	"0"	"15"
"Число зарегистрированных браков(Человек)"	"2024 год"	"202412"	"РИДДЕР Г.А."	"0"	"сельская местность"	"0"	"20"
"Число зарегистрированных браков(Человек)"	"2019 год"	"201912"	"СЕМЕЙ Г.А."	"0"	"Всего"	"0"	"2 727"
"Число зарегистрированных браков(Человек)"	"2018 год"	"201812"	"СЕМЕЙ Г.А."	"0"	"Всего"	"0"	"2 721"
"Число зарегистрированных браков(Человек)"	"2009 год"	"200912"	"СЕМЕЙ Г.А."	"0"	"Всего"	"0"	"3 123"
"Число зарегистрированных браков(Человек)"	"2011 год"	"201112"	"СЕМЕЙ Г.А."	"0"	"Всего"	"0"	"2 976"
"Число зарегистрированных браков(Человек)"	"2016 год"	"201612"	"СЕМЕЙ Г.А."	"0"	"Всего"	"0"	"2 889"
"Число зарегистрированных браков(Человек)"	"2010 год"	"201012"	"СЕМЕЙ Г.А."	"0"	"Всего"	"0"	"2 941"
"Число зарегистрированных браков(Человек)"	"2015 год"	"201512"	"СЕМЕЙ Г.А."	"0"	"Всего"	"0"	"3 215"
"Число зарегистрированных браков(Человек)"	"2013 год"	"201312"	"СЕМЕЙ Г.А."	"0"	"Всего"	"0"	"3 131"
"Число зарегистрированных браков(Человек)"	"2014 год"	"201412"	"СЕМЕЙ Г.А."	"0"	"Всего"	"0"	"2 990"
"Число зарегистрированных браков(Человек)"	"2012 год"	"201212"	"СЕМЕЙ Г.А."	"0"	"Всего"	"0"	"3 173"
"Число зарегистрированных браков(Человек)"	"2017 год"	"201712"	"СЕМЕЙ Г.А."	"0"	"Всего"	"0"	"2 779"
"Число зарегистрированных браков(Человек)"	"2022 год"	"202212"	"СЕМЕЙ Г.А."	"0"	"Всего"	"0"	"2 250"
"Число зарегистрированных браков(Человек)"	"2021 год"	"202112"	"СЕМЕЙ Г.А."	"0"	"Всего"	"0"	"2 589"
"Число зарегистрированных браков(Человек)"	"2020 год"	"202012"	"СЕМЕЙ Г.А."	"0"	"Всего"	"0"	"2 353"
"Число зарегистрированных браков(Человек)"	"2023 год"	"202312"	"СЕМЕЙ Г.А."	"0"	"Всего"	"0"	"2 234"
"Число зарегистрированных браков(Человек)"	"2024 год"	"202412"	"СЕМЕЙ Г.А."	"0"	"Всего"	"0"	"2 215"
"Число зарегистрированных браков(Человек)"	"2019 год"	"201912"	"СЕМЕЙ Г.А."	"0"	"городская местность"	"0"	"2 633"
"Число зарегистрированных браков(Человек)"	"2018 год"	"201812"	"СЕМЕЙ Г.А."	"0"	"городская местность"	"0"	"2 615"
"Число зарегистрированных браков(Человек)"	"2009 год"	"200912"	"СЕМЕЙ Г.А."	"0"	"городская местность"	"0"	"3 075"
"Число зарегистрированных браков(Человек)"	"2011 год"	"201112"	"СЕМЕЙ Г.А."	"0"	"городская местность"	"0"	"2 846"
"Число зарегистрированных браков(Человек)"	"2016 год"	"201612"	"СЕМЕЙ Г.А."	"0"	"городская местность"	"0"	"2 769"
"Число зарегистрированных браков(Человек)"	"2010 год"	"201012"	"СЕМЕЙ Г.А."	"0"	"городская местность"	"0"	"2 902"
"Число зарегистрированных браков(Человек)"	"2015 год"	"201512"	"СЕМЕЙ Г.А."	"0"	"городская местность"	"0"	"3 101"
"Число зарегистрированных браков(Человек)"	"2013 год"	"201312"	"СЕМЕЙ Г.А."	"0"	"городская местность"	"0"	"2 952"
"Число зарегистрированных браков(Человек)"	"2014 год"	"201412"	"СЕМЕЙ Г.А."	"0"	"городская местность"	"0"	"2 854"
"Число зарегистрированных браков(Человек)"	"2012 год"	"201212"	"СЕМЕЙ Г.А."	"0"	"городская местность"	"0"	"3 063"
"Число зарегистрированных браков(Человек)"	"2017 год"	"201712"	"СЕМЕЙ Г.А."	"0"	"городская местность"	"0"	"2 666"
"Число зарегистрированных браков(Человек)"	"2022 год"	"202212"	"СЕМЕЙ Г.А."	"0"	"городская местность"	"0"	"2 177"
"Число зарегистрированных браков(Человек)"	"2021 год"	"202112"	"СЕМЕЙ Г.А."	"0"	"городская местность"	"0"	"2 477"
"Число зарегистрированных браков(Человек)"	"2020 год"	"202012"	"СЕМЕЙ Г.А."	"0"	"городская местность"	"0"	"2 273"
"Число зарегистрированных браков(Человек)"	"2023 год"	"202312"	"СЕМЕЙ Г.А."	"0"	"городская местность"	"0"	"2 159"
"Число зарегистрированных браков(Человек)"	"2024 год"	"202412"	"СЕМЕЙ Г.А."	"0"	"городская местность"	"0"	"2 215"
"Число зарегистрированных браков(Человек)"	"2019 год"	"201912"	"СЕМЕЙ Г.А."	"0"	"сельская местность"	"0"	"94"
"Число зарегистрированных браков(Человек)"	"2018 год"	"201812"	"СЕМЕЙ Г.А."	"0"	"сельская местность"	"0"	"106"
"Число зарегистрированных браков(Человек)"	"2009 год"	"200912"	"СЕМЕЙ Г.А."	"0"	"сельская местность"	"0"	"48"
"Число зарегистрированных браков(Человек)"	"2011 год"	"201112"	"СЕМЕЙ Г.А."	"0"	"сельская местность"	"0"	"130"
"Число зарегистрированных браков(Человек)"	"2016 год"	"201612"	"СЕМЕЙ Г.А."	"0"	"сельская местность"	"0"	"120"
"Число зарегистрированных браков(Человек)"	"2010 год"	"201012"	"СЕМЕЙ Г.А."	"0"	"сельская местность"	"0"	"39"
"Число зарегистрированных браков(Человек)"	"2015 год"	"201512"	"СЕМЕЙ Г.А."	"0"	"сельская местность"	"0"	"114"
"Число зарегистрированных браков(Человек)"	"2013 год"	"201312"	"СЕМЕЙ Г.А."	"0"	"сельская местность"	"0"	"179"
"Число зарегистрированных браков(Человек)"	"2014 год"	"201412"	"СЕМЕЙ Г.А."	"0"	"сельская местность"	"0"	"136"
"Число зарегистрированных браков(Человек)"	"2012 год"	"201212"	"СЕМЕЙ Г.А."	"0"	"сельская местность"	"0"	"110"
"Число зарегистрированных браков(Человек)"	"2017 год"	"201712"	"СЕМЕЙ Г.А."	"0"	"сельская местность"	"0"	"113"
"Число зарегистрированных браков(Человек)"	"2022 год"	"202212"	"СЕМЕЙ Г.А."	"0"	"сельская местность"	"0"	"73"
"Число зарегистрированных браков(Человек)"	"2021 год"	"202112"	"СЕМЕЙ Г.А."	"0"	"сельская местность"	"0"	"112"
"Число зарегистрированных браков(Человек)"	"2020 год"	"202012"	"СЕМЕЙ Г.А."	"0"	"сельская местность"	"0"	"80"
"Число зарегистрированных браков(Человек)"	"2023 год"	"202312"	"СЕМЕЙ Г.А."	"0"	"сельская местность"	"0"	"75"
"Число зарегистрированных браков(Человек)"	"2019 год"	"201912"	"АБАЙСКИЙ РАЙОН"	"0"	"Всего"	"0"	"55"
"Число зарегистрированных браков(Человек)"	"2018 год"	"201812"	"АБАЙСКИЙ РАЙОН"	"0"	"Всего"	"0"	"57"
"Число зарегистрированных браков(Человек)"	"2009 год"	"200912"	"АБАЙСКИЙ РАЙОН"	"0"	"Всего"	"0"	"98"
"Число зарегистрированных браков(Человек)"	"2011 год"	"201112"	"АБАЙСКИЙ РАЙОН"	"0"	"Всего"	"0"	"126"
"Число зарегистрированных браков(Человек)"	"2016 год"	"201612"	"АБАЙСКИЙ РАЙОН"	"0"	"Всего"	"0"	"64"
"Число зарегистрированных браков(Человек)"	"2010 год"	"201012"	"АБАЙСКИЙ РАЙОН"	"0"	"Всего"	"0"	"91"
"Число зарегистрированных браков(Человек)"	"2015 год"	"201512"	"АБАЙСКИЙ РАЙОН"	"0"	"Всего"	"0"	"80"
"Число зарегистрированных браков(Человек)"	"2013 год"	"201312"	"АБАЙСКИЙ РАЙОН"	"0"	"Всего"	"0"	"125"
"Число зарегистрированных браков(Человек)"	"2014 год"	"201412"	"АБАЙСКИЙ РАЙОН"	"0"	"Всего"	"0"	"119"
"Число зарегистрированных браков(Человек)"	"2012 год"	"201212"	"АБАЙСКИЙ РАЙОН"	"0"	"Всего"	"0"	"122"
"Число зарегистрированных браков(Человек)"	"2017 год"	"201712"	"АБАЙСКИЙ РАЙОН"	"0"	"Всего"	"0"	"67"
"Число зарегистрированных браков(Человек)"	"2022 год"	"202212"	"АБАЙСКИЙ РАЙОН"	"0"	"Всего"	"0"	"52"
"Число зарегистрированных браков(Человек)"	"2021 год"	"202112"	"АБАЙСКИЙ РАЙОН"	"0"	"Всего"	"0"	"34"
"Число зарегистрированных браков(Человек)"	"2020 год"	"202012"	"АБАЙСКИЙ РАЙОН"	"0"	"Всего"	"0"	"56"
"Число зарегистрированных браков(Человек)"	"2023 год"	"202312"	"АБАЙСКИЙ РАЙОН"	"0"	"Всего"	"0"	"47"
"Число зарегистрированных браков(Человек)"	"2024 год"	"202412"	"АБАЙСКИЙ РАЙОН"	"0"	"Всего"	"0"	"42"
"Число зарегистрированных браков(Человек)"	"2019 год"	"201912"	"АБАЙСКИЙ РАЙОН"	"0"	"сельская местность"	"0"	"55"
